Titanic Victims
##################################################################################
Data Source: https://www.encyclopedia-titanica.org/
Data Extracted: December 2018, by Michael Graber
==================================================================================
Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
"ABBING, Mr Anthony",41,3rd Class Passenger,5547,Southampton,Blacksmith,
,,,£7 11s,,,
"ABBOTT, Mr Rossmore Edward",16,3rd Class Passenger,CA2673,Southampton,Jeweller,[190]
,,,£20 5s,,,
"ABBOTT, Mr Eugene Joseph",13,3rd Class Passenger,CA2673,Southampton,Scholar,
"PHILLIPS, Mr Walter John",37,Restaurant Staff,,Southampton,Storekeeper,
"PHILLIPS, Mr George",27,Engineering Crew,,Southampton,Greaser,
"PIATTI, Sig. Louis",17,Restaurant Staff,,Southampton,Assistant Waiter,
"PIAZZA, Sig. Pompeo Gaspro",33,Restaurant Staff,,Southampton,Waiter,[266]
"PITFIELD, Mr William James",25,Engineering Crew,,Southampton,Greaser,
"PLATT, Mr Wilfred George",18,Victualling Crew,,Southampton,Scullion,
"PLOTCHARSKY, Mr Vasil",27,3rd Class Passenger,349227,Southampton,General Labourer,
,,,£7 17s 11d,,,
"POCRNIĆ, Mr Mate",17,3rd Class Passenger,315095,Southampton,,
,,,£8 13s 3d,,,
"POCRNIĆ, Mr Tome",24,3rd Class Passenger,315092,Southampton,,
,,,£8 13s 3d,,,
"POGGI, Sig. Emilio",28,Restaurant Staff,,Southampton,Waiter,[301]
"POND, Mr George",32,Engineering Crew,,Southampton,Fireman,
"PONESELL, Mr Martin",24,2nd Class Passenger,250647,Southampton,,
,,,£13,,,
"POOK, Mr Percy Robert",36,Victualling Crew,,Southampton,Assistant pantry steward,
"PORTER, Mr Walter Chamberlain",46,1st Class Passenger,110465,Southampton,,[207]
,,,£52,,,
"PORTEUS, Mr Thomas Henry",33,Victualling Crew,,Southampton,Butcher,
"PRESTON, Mr Thomas Charles Alfred",20,Engineering Crew,,Southampton,Trimmer,
"PRICE, Mr Ernest Cyril",17,Restaurant Staff,,Southampton,Barman,[186]
"PRIDEAUX, Mr John Arthur (Jack)",23,Victualling Crew,,Southampton,3rd Class Steward,
"PROCTOR, Mr Charles",46,Victualling Crew,,Belfast,Chef,
"PROUDFOOT, Mr Richard Royston",21,Engineering Crew,,Southampton,Trimmer,
"PRYCE, Mr Charles William",22,Victualling Crew,,Southampton,Saloon Steward (1st class),
"PUGH, Mr Arthur Percy",31,Engineering Crew,,Southampton,Leading Fireman,
"PULBAUM, Mr Franz",27,2nd Class Passenger,2168,Cherbourg,,
,,,£15 8d,,,
"PULNER, Mr Uscher",16,3rd Class Passenger,3411,Cherbourg,,
,,,£8 14s 3d,,,
"PUZEY, Mr John Edward",44,Victualling Crew,,Belfast,Saloon Steward (1st class),
"RADEFF, Mr Alexander",27,3rd Class Passenger,349223,Southampton,General Labourer,
,,,£7 17s 11d,,,
"RAFŪL-BŪLUS, Mr Bākhūs",21,3rd Class Passenger,2679,Cherbourg,Farm Labourer,
,,,£7 4s 6d,,,
"RANDALL, Mr Frank Henry",29,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"RANSOM, Mr James Augustus",50,Victualling Crew,,Belfast,Saloon Steward (1st class),
"RATTENBURY, Mr William Henry",38,Victualling Crew,,Belfast,Boots steward (1st class),
"RATTI, Sig. Enrico",21,Restaurant Staff,,Southampton,Waiter,
"READ, Mr Joseph",20,Engineering Crew,,Southampton,Trimmer,
"REED, Mr Thomas Charles Prowse",54,Victualling Crew,,Southampton,Bed Room Steward,
"REED, Mr James George",18,3rd Class Passenger,362316,Southampton,Butcher,
,,,£7 5s,,,
"REEVES, Mr David",36,2nd Class Passenger,17248,Southampton,Carpenter / Joiner,
,,,£10 10s,,,
"REEVES, Mr Frederick Simms",34,Engineering Crew,,Southampton,Fireman,[180]
"REEVES, Mr Frederick Vernon Hilton",20,Victualling Crew,,Belfast,Assistant Pantryman Steward,
"REID, Mr Robert Thomas",31,Engineering Crew,,Southampton,Trimmer,
"REKIC, Mr Tido",38,3rd Class Passenger,349249,Southampton,General Labourer,
,,,£7 17s 11d,,,
"RENOUF, Mr Peter Henry",33,2nd Class Passenger,31027,Southampton,Carpenter / Joiner,
,,,£21,,,
"RENTOWL, Mr Philip Charles Thomas",26,Engineering Crew,,Southampton,Fireman,
"REUCHLIN, Mr Jonkheer Johan George",37,1st Class Passenger,19972,Cherbourg,,
"REVELL, Mr William James Francis",31,Victualling Crew,,Belfast,Saloon Steward (1st class),
"REYNOLDS, Mr Harold",21,3rd Class Passenger,342684,Southampton,Baker,[327]
,,,£8 1s,,,
"RICALDONE, Sig. Rinaldo Renato",22,Restaurant Staff,,Southampton,Assistant Waiter,
"RICE, Master Eric",6,3rd Class Passenger,382652,Queenstown,,
,,,£29 2s 6d,,,
"RICE, Mr John Reginald",25,Victualling Crew,,Southampton,1st Class Clerk,[64]
"RICE, Mrs Margaret",39,3rd Class Passenger,382652,Queenstown,Housekeeper,[12]
,,,£29 2s 6d,,,
"RICE, Master Arthur",4,3rd Class Passenger,382652,Queenstown,,
,,,£29 2s 6d,,,
"RICE, Mr Percy",19,Victualling Crew,,Southampton,3rd Class Steward,
"RICE, Master Albert",10,3rd Class Passenger,382652,Queenstown,,
,,,£29 2s 6d,,,
"RICE, Master Francis",2,3rd Class Passenger,382652,Queenstown,,
,,,£29 2s 6d,,,
"RICE, Master George",8,3rd Class Passenger,382652,Queenstown,,
,,,£29 2s 6d,,,
"RICHARD, Mr Emile Phillippe",23,2nd Class Passenger,2133,Cherbourg,,
,,,£15 11d,,,
"RICHARDS, Mr Joseph James",30,Engineering Crew,,Southampton,Fireman,
"RICKMAN, Mr George Albert",36,Engineering Crew,,Southampton,Fireman,
"RICKS, Mr Cyril Gordon",22,Victualling Crew,,Southampton,Storekeeper,[100]
"RIDOUT, Mr Walter George",29,Victualling Crew,,Southampton,Second Class Saloon Steward,
"RIGHINI, Mr Sante",28,1st Class Passenger,17760,Cherbourg,Servant,[232]
,,Servant,£135 12s 8d,,,
"RIGOZZI, Mr Abele",22,Restaurant Staff,,Southampton,Assistant Waiter,[115]
"RIIHIVUORI, Miss Susanna Juhantytär",22,3rd Class Passenger,3101295,Southampton,,
,,,£39 13s 9d,,,
"RIMMER, Mr Gilbert",29,Victualling Crew,,Southampton,Saloon Steward,
"RINTAMÄKI, Mr Matti",35,3rd Class Passenger,3101273,Southampton,General Labourer,
,,,£7 2s 6d,,,
"RISIEN, Mrs Emma Jane",64,3rd Class Passenger,364498,Southampton,,
,,,£14 10s,,,
"RISIEN, Mr Samuel Beard",69,3rd Class Passenger,364498,Southampton,Hotelier,
,,,£14 10s,,,
"ROBERTON, Mr George Edward",19,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd Class),[127]
"ROBERTS, Mr Hugh H.",41,Victualling Crew,,Belfast,Bed Room Steward,[93]
"ROBERTS, Mr Robert George",35,Engineering Crew,,Southampton,Fireman,
"ROBERTS, Mr Frank John",36,Victualling Crew,,Belfast,Third Butcher,[231]
"ROBINS, Mr Alexander",50,3rd Class Passenger,3337,Southampton,Mason,[119]
,,,£14 10s,,,
"ROBINS, Mrs Charity",48,3rd Class Passenger,3337,Southampton,,[7]
,,,£14 10s,,,
"ROBINS, Mr Victor",45,1st Class Passenger,17757,Cherbourg,Servant,
,,Servant,£247 10s 6d,,,
"ROBINSON, Mr James William",30,Victualling Crew,,Southampton,Saloon Steward (1st class),[151]
"ROEBLING, MrWashington Augustus",31,1st Class Passenger,17590,Southampton,Of Independent Means,
,,,£50 9s 11d,,,
"ROGERS, Mr William John",29,3rd Class Passenger,23567,Southampton,Miner,
,,,£8 1s,,,
"ROGERS, Mr Edward James William",31,Victualling Crew,,Southampton,Assistant Storekeeper,[282]
"ROGERS, Mr Reginald Harry",18,2nd Class Passenger,28004,Southampton,,
,,,£10 10s,,,
"ROGERS, Mr Michael Joseph",26,Victualling Crew,,Southampton,Saloon Steward,
"ROMMETVEDT, Mr Knud Paust",49,3rd Class Passenger,312993,Southampton,Ship's officer,
,,,£7 15s 6d,,,
"RONDBERG, Mr Edvard Larsson",22,3rd Class Passenger,347065,Southampton,Cook,
,,,£7 15s 6d,,,
"ROOD, Mr Hugh Roscoe",39,1st Class Passenger,113767,Southampton,Businessman,
,,,£50,,,
"ROSBLOM, Miss Salli Helena",2,3rd Class Passenger,370129,Southampton,,
,,,£20 4s 3d,,,
"ROSBLOM, Mr Viktor Richard",18,3rd Class Passenger,370129,Southampton,General Labourer,
,,,£20 4s 3d,,,
"ROSBLOM, Mrs Helena Wilhelmina",41,3rd Class Passenger,370129,Southampton,,
,,,£20 4s 3d,,,
"ROSENSHINE, Mr George",45,1st Class Passenger,17585,Cherbourg,Merchant,[16]
,,,£79 4d,,,
"ROSS, Mr John Hugo",36,1st Class Passenger,13049,Southampton,,
,,,£40 2s 6d,,,
"ROTHSCHILD, Mr Martin",46,1st Class Passenger,17603,Cherbourg,,
,,,£59 8s,,,
"ROTTA, Sig. Angelo Mario",23,Restaurant Staff,,Southampton,Waiter,
"ROUS, Mr Arthur John",26,Engineering Crew,,Belfast,Plumber,
"ROUSE, Mr Richard Henry",55,3rd Class Passenger,3594,Southampton,Farm Labourer,
,,,£8 1s,,,
"ROUSSEAU, Mr Pierre",48,Restaurant Staff,,Southampton,Chef,
"ROWE, Mr Edgar Maurice",31,Victualling Crew,,Belfast,Saloon Steward (1st class),
"ROWE, Mr Alfred G.",59,1st Class Passenger,113790,Southampton,Landowner,[109]
,,,£26 11s,,,
"RUDD, Mr Henry",24,Engineering Crew,,Southampton,Engineers' storekeeper,[86]
"RUSH, Mr Alfred George John",17,3rd Class Passenger,20589,Southampton,Porter,
,,,£8 1s,,,
"RUSSELL, Mr Boysie Richard",17,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"RUTTER, Mr Sidney Frank",26,Engineering Crew,,Southampton,Fireman,
"RYAN, Mr Patrick",32,3rd Class Passenger,371110,Queenstown,General Labourer,
,,,£24 3s,,,
"RYAN, Mr Thomas",28,Victualling Crew,,Southampton,Steward,
"RYERSON, Mr Arthur Larned",61,1st Class Passenger,17608,Cherbourg,,
,,,£262 7s 6d,,,
"SAAD, Mr Amin Houssein",30,3rd Class Passenger,2671,Cherbourg,Farm Labourer,
,,,£7 4s 7d,,,
"SACCAGGI, Sig. Giovanni Giuseppe Emilio",24,Restaurant Staff,,Southampton,Assistant Waiter,
"SADLIER, Mr Matthew",19,3rd Class Passenger,367655,Queenstown,Farm Labourer,
,,,£7 14s 7d,,,
"SADOWITZ, Mr Henry",17,3rd Class Passenger,1855,Southampton,Fur Cutter,
,,,£7 11s 10d,,,
"SAGE, Mr Frederick",16,3rd Class Passenger,2343,Southampton,Cook,
,,,£69 11s,,,
"SAGE, Miss Stella Anne",20,3rd Class Passenger,2343,Southampton,Dressmaker / Couturiere,
,,,£69 11s,,,
"SAGE, Mr John George",44,3rd Class Passenger,2343,Southampton,Tradesman,
,,,£69 11s,,,
"SAGE, Miss Constance Gladys",7,3rd Class Passenger,2343,Southampton,,
,,,£69 11s,,,
"SAGE, Miss Dorothy Florence",14,3rd Class Passenger,2343,Southampton,Scholar,
,,,£69 11s,,,
"SAGE, Mr George John",19,3rd Class Passenger,2343,Southampton,Barman,
,,,£69 11s,,,
"SAGE, Mrs Annie Elizabeth",44,3rd Class Passenger,2343,Southampton,,
,,,£69 11s,,,
"SAGE, Master Thomas Henry",5,3rd Class Passenger,2343,Southampton,,
,,,£69 11s,,,
"SAGE, Master Anthony William",12,3rd Class Passenger,2343,Southampton,,[67]
,,,£69 11s,,,
"SAGE, Mr Douglas Bullen",18,3rd Class Passenger,2343,Southampton,Baker,
,,,£69 11s,,,
"SAGE, Miss Elizabeth Ada",10,3rd Class Passenger,2343,Southampton,,
,,,£69 11s,,,
"SALANDER, Mr Karl Johan",24,3rd Class Passenger,7266,Southampton,General Labourer,
,,,£9 6s 6d,,,
"SALONEN, Mr Johan Werner",29,3rd Class Passenger,3101296,Southampton,General Labourer,
,,,£7 18s 6d,,,
"SALUSSOLIA, Sig. Govanni",25,Restaurant Staff,,Southampton,Glass Man,
"SAMAAN, Mr Youssef",16,3rd Class Passenger,2662,Cherbourg,General Labourer,
,,,£21 13s 7d,,,
"SAMAAN, Mr Hanna Elias",40,3rd Class Passenger,2662,Cherbourg,General Labourer,
,,,£21 13s 7d,,,
"SAMAAN, Mr Elias",17,3rd Class Passenger,2662,Cherbourg,General Labourer,
,,,£21 13s 7d,,,
"SAMUEL, Mr Owen Wilmore",47,Victualling Crew,,Southampton,Saloon Steward (2nd class),[217]
"SANGSTER, Mr Charles Edward",30,Engineering Crew,,Southampton,Fireman,
"SARTORI, Sig. Lazar",24,Restaurant Staff,,Southampton,Assistant Glass Man,
"SAUNDERCOCK, MrWilliam Henry",19,3rd Class Passenger,2151,Southampton,Miner,
,,,£8 1s,,,
"SAUNDERS, Mr F.",22,Engineering Crew,,Southampton,Fireman,
"SAUNDERS, Mr Walter Ernest",25,Engineering Crew,,Southampton,Trimmer,[184]
"SAUNDERS, Mr William Ernest",32,Victualling Crew,,Southampton,Saloon Steward,
"SAUNDERS, Mr William Henry",31,Engineering Crew,,Southampton,Fireman,
"SAWYER, Mr Robert James",31,Deck Crew,,Southampton,Window Cleaner,
"SAWYER, Mr Frederick Charles",24,3rd Class Passenger,342826,Southampton,Gardener,[284]
,,,£8 1s,,,
"SCANLAN, Mr James",20,3rd Class Passenger,36209,Queenstown,,
,,,£7 14s 6d,,,
"SCAVINO, Sig. Candido",42,Restaurant Staff,,Southampton,Carver,
"SCHMIDT, Mr Augustus",22,2nd Class Passenger,248659,Southampton,,
,,,£13,,,
"SCOTT, Mr Archibald",42,Engineering Crew,,Southampton,Fireman,
"SCOTT, Mr John",20,Victualling Crew,,Southampton,Assistant boots steward (1st Class),
"SCOVELL, Mr Robert",55,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"SDYCOFF, Mr Todor",42,3rd Class Passenger,349222,Southampton,,
,,,£7 17s 11d,,,
"SEDGWICK, Mr Charles Frederick Waddington",28,2nd Class Passenger,244361,Southampton,,
,,,£13,,,
"SEDUNARY, Mr Samuel Francis",25,Victualling Crew,,Southampton,Second third class steward,
"SELF, Mr Alfred Henry",39,Engineering Crew,,Southampton,Greaser,
"SEMAN, Master Betros",10,3rd Class Passenger,2622,Cherbourg,,
,,,£4 3d,,,
"SESIA, Sig. Giacomo",24,Restaurant Staff,,Southampton,Waiter,
"SHANNON, Mr Andrew John",35,3rd Class Passenger,370160,Southampton,Seaman,
"SHARP, Mr Percival",29,2nd Class Passenger,244358,Southampton,,
,,,£26,,,
"SHAUGHNESSY, MrPatrick",25,3rd Class Passenger,370374,Queenstown,Farm Labourer,
,,,£7 15s,,,
"SHAW, Mr Henry",41,Victualling Crew,,Southampton,Kitchen Porter,
"SHEA, Mr Thomas",32,Engineering Crew,,Southampton,Fireman,
"SHEA, Mr John Joseph",40,Victualling Crew,,Belfast,Saloon Steward (1st class),[11]
"SHELLARD, Mr Frederick William Blainey",55,3rd Class Passenger,6212,Southampton,Painter & Decorator,
,,,£15 2s,,,
"SHEPHERD, Mr Jonathan",32,Engineering Crew,,Southampton,Junior Assistant 2nd. Engineer,
"SHIHĀB, Mr Al-Amīr Fāris",26,3rd Class Passenger,2631,Cherbourg,General Labourer,
,,,£7 4s 6d,,,
"SHILLABEER, Mr Charles Frederick",19,Engineering Crew,,Southampton,Trimmer,[195]
"SHORNEY, Mr Charles Joseph",22,3rd Class Passenger,374910,Southampton,Valet,
,,,£8 1s,,,
"SIEBERT, Mr Sidney Conrad",29,Victualling Crew,,Belfast,Bed Room Steward,4
"SILVEY, Mr William Baird",51,1st Class Passenger,13507,Cherbourg,Businessman,
,,,£55 18s,,,
"SIMMONS, Mr William Simon C.",37,Victualling Crew,,Southampton,Passage Cook,
"SIMMONS, Mr John",40,3rd Class Passenger,392082,Southampton,General Labourer,
,,,£8 1s,,,
"SIMMONS, Mr Frederick Charles",24,Victualling Crew,,Southampton,Saloon Steward,
"SIMPSON, Dr John Edward",37,Deck Crew,,Southampton,Assistant Surgeon,
"SIRAYANIAN, Mr Orsen",22,3rd Class Passenger,2669,Cherbourg,Farmer,
,,,£7 4s 7d,,,
"SIROTA, Mr Morris",20,3rd Class Passenger,392092,Southampton,Tailor,
,,,£8 1s,,,
"SIVIC, Mr Husein",40,3rd Class Passenger,349251,Southampton,General Labourer,
,,,£7 17s 11d,,,
"SIVIER, Mr William",23,Victualling Crew,,Southampton,Steward (3rd Class),
"SIVOLA, Mr Antti Wilhelm",21,3rd Class Passenger,3101280,Southampton,General Labourer,
,,,£7 18s 6d,,,
"SJÖSTEDT, Mr Ernst Adolf",59,2nd Class Passenger,237442,Southampton,,
,,,£13 10s,,,
"SKEATES, Mr William",23,Engineering Crew,,Southampton,Trimmer,
"SKINNER, Mr Edward",41,Victualling Crew,,Belfast,Saloon Steward (1st class),
"SKOOG, Mr Wilhelm Johansson",40,3rd Class Passenger,347088,Southampton,General Labourer,
,,,£27 18s,,,
"SKOOG, Mrs Anna Bernhardina",43,3rd Class Passenger,347088,Southampton,,
,,,£27 18s,,,
"SKOOG, Miss Mabel",9,3rd Class Passenger,347088,Southampton,,
,,,£27 18s,,,
"SKOOG, Master Karl Thorsten",11,3rd Class Passenger,347088,Southampton,,
,,,£27 18s,,,
"SKOOG, Miss Margit Elizabeth",2,3rd Class Passenger,347088,Southampton,,
,,,£27 18s,,,
"SKOOG, Master Harald",5,3rd Class Passenger,347088,Southampton,,
,,,£27 18s,,,
"SLABENOFF, Mr Petco",42,3rd Class Passenger,349214,Southampton,General Labourer,
,,,£7 17s 11d,,,
"SLEMEN, Mr Richard James",35,2nd Class Passenger,28206,Southampton,Journeyman carpenter,
,,,£10 10s,,,
"SLIGHT, Mr Harry John",33,Victualling Crew,,Southampton,3rd Class Steward,
"SLIGHT, Mr William Henry James",36,Victualling Crew,,Belfast,Larder Cook,
"SLOAN, Mr Peter",31,Engineering Crew,,Belfast,Chief Electrician,
"SLOCOVSKI, Mr Selman Francis",20,3rd Class Passenger,392086,Southampton,Merchant,
,,,£8 1s,,,
"SMALL, Mr William McMillan",42,Engineering Crew,,Southampton,Leading Fireman,
"SMART, Mr John Montgomery",56,1st Class Passenger,113792,Southampton,,
,,,£26 11s,,,
"SMILJANIĆ, Mr Mile",37,3rd Class Passenger,315037,Southampton,Farm Labourer,
,,,£8 13s 3d,,,
"SMILLIE, Mr John Downing",28,Victualling Crew,,Belfast,Saloon Steward,[91]
"SMITH, Mr Richard William",57,1st Class Passenger,113056,Southampton,,
,,,£26,,,
"SMITH, Mr Charles Henry James",38,Victualling Crew,,Southampton,Kitchen Porter,
"SMITH, Captain Edward John",62,Deck Crew,,Southampton,Master,
,,Titanic Officers,,,,
"SMITH, Mr James William",24,Victualling Crew,,Southampton,Assistant baker,
"SMITH, Mr Ernest George",27,Engineering Crew,,Southampton,Trimmer,
"SMITH, Mr Lucian Philip",24,1st Class Passenger,13695,Cherbourg,,
,,,£60,,,
"SMITH, Mr Charles Edwin",39,Victualling Crew,,Southampton,2nd Class Bedroom Steward,[329]
"SMITH, Mr Reginald George",33,Victualling Crew,,Southampton,Saloon Steward (1st class),
"SMITH, Mr John Richard Jago",35,Victualling Crew,,Southampton,Postal Clerk / Postman,
,,Postal Clerk,,,,
"SMITH, Mr James Muil",39,Engineering Crew,,Belfast,Junior 4th. Engineer,
"SMITH, Mr James Clinch",56,1st Class Passenger,17764,Cherbourg,Military,
,,,£30 13s 11d,,,
"SMITH, Mr William",26,Deck Crew,,Southampton,Seaman,
"SMITHER, Mr Harry James",22,Engineering Crew,,Southampton,Fireman,
"SMYTH, Mr Thomas",26,3rd Class Passenger,384461,Queenstown,,
,,,£7 15s,,,
"SNAPE, Mrs Lucy Violet",22,Victualling Crew,,Southampton,Stewardess,
"SNELLGROVE, Mr George",41,Engineering Crew,,Southampton,Fireman,
"SNOOK, Mr William Henry",25,Engineering Crew,,Southampton,Trimmer,
"SOBEY, Mr Samuel James Hayden",25,2nd Class Passenger,29178,Southampton,Quarryman,
,,,£13,,,
"SOMERTON, Mr Francis William",31,3rd Class Passenger,18509,Southampton,,
,,,£8 1s,,,
"SPECTOR, Mr Woolf",23,3rd Class Passenger,3236,Southampton,Cabinet Maker,
,,,£8 1s,,,
"SPENCER, Mr William Augustus",57,1st Class Passenger,17569,Cherbourg,,
,,,£146 10s 5d,,,
"SPINNER, Mr Henry John",31,3rd Class Passenger,369943,Southampton,Glove Cutter,
,,,£8 1s,,,
"STAGG, Mr John Henry",38,Victualling Crew,,Southampton,Saloon Steward,
"STANBROOK, MrAugustus George",31,Engineering Crew,,Southampton,Fireman,[316]
"STANEFF, Mr Ivan",23,3rd Class Passenger,349208,Southampton,General Labourer,
,,,£7 17s 11d,,,
"STANKOVIĆ, Mr Ivan",33,3rd Class Passenger,349239,Cherbourg,General Labourer,
,,,£8 13s 9d,,,
"STANLEY, Mr Rowland Edwin",22,3rd Class Passenger,45380,Southampton,Porter,
,,,£8 1s,,,
"STANTON, Mr Samuel Ward",42,2nd Class Passenger,237734,Cherbourg,Artist,
,,,£15 11d,,,
"STEAD, Mr William Thomas",62,1st Class Passenger,113514,Southampton,Journalist,
,,,£26 11s,,,
"STEBBINGS, Mr Sydney Frederick",36,Victualling Crew,,Belfast,Chief Boots Steward (1st Class),
"STEEL, Mr Robert Edward",30,Engineering Crew,,Southampton,Trimmer,
,,Substitute Crew,,,,
"STEWART, Mr Albert Ankeny",64,1st Class Passenger,17605,Cherbourg,Businessman,
,,,£27 14s 5d,,,
"STOCKER, Mr Henry Dorey",20,Engineering Crew,,Southampton,Trimmer,
"STOKES, Mr Philip Joseph",24,2nd Class Passenger,13540,Southampton,Bricklayer,[81]
,,,£10 10s,,,
"STONE, Mr Edward Thomas",29,Victualling Crew,,Southampton,Bedroom Steward (2nd class),[243]
"STONE, Mr Edmund",33,Victualling Crew,,Southampton,1st Class Bedroom Steward,[41]
"STOREY, Mr Thomas",59,3rd Class Passenger,370160,Southampton,Seaman,[261]
"STOYTCHEFF, Mr Ilia",19,3rd Class Passenger,349205,Southampton,General Labourer,
,,,£7 17s 11d,,,
"STRANDBERG, Miss Ida Sofia",22,3rd Class Passenger,7553,Southampton,,
,,,£9 16s 9d,,,
"STRAUS, Mrs Rosalie Ida",63,1st Class Passenger,17483,Southampton,,
,,,£221 15s 7d,,,
"STRAUS, Mr Isidor",67,1st Class Passenger,17483,Southampton,Businessman,[96]
,,,£221 15s 7d,,,
"STRILIĆ, Mr Ivan",26,3rd Class Passenger,315083,Southampton,Farmer,
,,,£8 13s 3d,,,
"STRÖM, Miss Telma Matilda",2,3rd Class Passenger,347054,Southampton,,
,,,£10 9s 3d,,,
"STRÖM, Mrs Elna Matilda",29,3rd Class Passenger,347054,Southampton,,
,,,£10 9s 3d,,,
"STROUD, Mr Edward Alfred Orlando",19,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"STROUD, Mr Harry John",35,Victualling Crew,,Southampton,Saloon Steward,
"STRUGNELL, Mr John Herbert",34,Victualling Crew,,Belfast,Saloon Steward (1st class),
"STUBBINGS, Mr Harry Robert",31,Victualling Crew,,Belfast,2nd. Class Cook,
"STUBBS, Mr James Henry",28,Engineering Crew,,Southampton,Fireman,
"SUTEHALL, Mr Henry",25,3rd Class Passenger,392076,Southampton,Coach Trimmer,
,,,£7 1s,,,
"SUTTON, Mr Frederick",61,1st Class Passenger,36963,Southampton,Property Developer / Real Estate,[46]
,,,£32 6s 5d,,,
"SVENSSON, Mr Johan",74,3rd Class Passenger,347060,Southampton,,
,,,£7 15s 6d,,,
"SVENSSON, Mr Olof",24,3rd Class Passenger,350035,Southampton,Farmer,
,,,£7 15s 11d,,,
"SWAN, Mr William",48,Victualling Crew,,Belfast,1st Class Bedroom Steward,
"SWANE, Mr George",19,2nd Class Passenger,248734,Southampton,Chauffeur,[294]
,,Servant,£13,,,
"SWEET, Mr George Frederick",14,2nd Class Passenger,220845,Southampton,Farm Labourer,
,,,£65,,,
"SYMONDS, Mr John Crane",44,Victualling Crew,,Belfast,Saloon Steward,
"SÆTHER, Mr Simon Sivertsen",43,3rd Class Passenger,3101262,Southampton,Miner,[32]
,,,£7 5s,,,
"SØHOLT, Mr Peter Andreas Lauritz Andersen",19,3rd Class Passenger,348124,Southampton,Carpenter / Joiner,
,,,£7 13s,,,
"TALBOT, Mr George Frederick Charles",20,Victualling Crew,,Southampton,Steward,[150]
"TAMLYN, Mr Frederick",23,Deck Crew,,Southampton,Mess Steward (Deck Dept.),[123]
"ṬANNŪS, Mr Ṭannūs Ḥannā Mu'awwad",16,3rd Class Passenger,2684,Cherbourg,Scholar,
,,,£7 4s 6d,,,
"TANNŪS, Mr Bashīr",30,3rd Class Passenger,2621,Cherbourg,Dealer,
,,,£6 8s 9d,,,
"ṬANNŪS MU'AWWAD, MrḤannā",34,3rd Class Passenger,2681,Cherbourg,Dealer,
,,,£6 8s 9d,,,
"TAUSSIG, Mr Emil",54,1st Class Passenger,110413,Southampton,Manufacturer,
,,,£79 13s,,,
"TAYLOR, Mr John Henry",49,Engineering Crew,,Southampton,Fireman,
"TAYLOR, Mr Leonard",19,Victualling Crew,,Southampton,Turkish Bath Attendant,
"TAYLOR, Mr Percy Cornelius",40,2nd Class Passenger,250654,Southampton,Musician,
,,Musician,,,,
"TAYLOR, Mr William John",31,Victualling Crew,,Southampton,Saloon Steward (1st class),
"TAYLOR, Mr J.",42,Engineering Crew,,Southampton,Fireman,
"TAYLOR, Mr Charles William Frederick",40,Deck Crew,,Southampton,Able-bodied Seaman,
"TAYLOR, Mr Bernard Cuthbert",22,Victualling Crew,,Southampton,3rd Class Steward,
"TERRELL, Mr Bertram",19,Deck Crew,,Southampton,Seaman,
"TESTONI, Sig. Ercole",23,Restaurant Staff,,Southampton,Assistant Glass Man,
"TEUTON, Mr Thomas Moore",35,Victualling Crew,,Southampton,Saloon Steward,[226]
"THALER, Mr Montague Donald",17,Victualling Crew,,Southampton,Steward (3rd Class),
"THAYER, Mr John Borland",49,1st Class Passenger,17421,Cherbourg,Businessman,
,,,£110 17s 8d,,,
"THEOBALD, Mr Thomas Leonard",34,3rd Class Passenger,363294,Southampton,Groom,[176]
,,,£8 1s,,,
"THOMAS, Mr Joseph Wakefield",23,Engineering Crew,,Southampton,Fireman,
"THOMPSON, Mr Herbert Henry",25,Victualling Crew,,Belfast,2nd (Assistant) Storekeeper,
"THOMPSON, MrAlexander Mellis",36,3rd Class Passenger,32302,Southampton,Mason,
,,,£8 1s,,,
"THORLEY, Mr William Gordon",41,Victualling Crew,,Southampton,Cook,
"THORN, Mr Harry",25,Victualling Crew,,Southampton,Assistant Ship's Cook,
"THORNEYCROFT, MrPercival",36,3rd Class Passenger,376564,Southampton,General Labourer,
,,,£16 2s,,,
"TIETZ, Sig. Carlo/Karl",27,Restaurant Staff,,Southampton,Kitchen Porter,
"TIKKANEN, Mr Juho",32,3rd Class Passenger,3101293,Southampton,General Labourer,
,,,£7 18s 6d,,,
"TIZARD, Mr Arthur Leopold",31,Engineering Crew,,Southampton,Fireman,
"TOBIN, Mr Roger",20,3rd Class Passenger,383121,Queenstown,Farmer,
,,,£7 15s,,,
"TODOROFF, Mr Lalio",23,3rd Class Passenger,349216,Southampton,General Labourer,
,,,£7 17s 11d,,,
"TOMLIN, Mr Ernest Portage",22,3rd Class Passenger,364499,Southampton,Scholar,[50]
,,,£8 1s,,,
"TOPP, Mr Thomas",28,Victualling Crew,,Southampton,2nd Butcher,
"TÖRBER, Mr Ernst Wilhelm",41,3rd Class Passenger,364511,Southampton,Florist,
,,,£8 1s,,,
"TORFA, Mr Assad",20,3rd Class Passenger,2673,Cherbourg,Farm Labourer,
